Subject_Name,Evaluation_Name,Student_Name,Final_Grade
Art,TP Final,Ej1,8.0
Art,TP Final,Ej1,9.0
Art,TP Final,Ej1,8.0
Art,TP Final,Ej1,7.0
Art,TP Final,Ej1,6.0
Art,TP Final,Ej1,1.0
Art,TP Final,Ej1,7.0
Art,TP Final,Ej1,3.0
Art,TP Final,Ej1,1.0
Art,TP Final,Ej1,6.0
Art,TP Final,Ej1,3.0
Art,TP Final,Ej1,7.0
Art,TP Final,Ej1,3.0
Art,TP Final,Ej1,9.0
Art,TP Final,Ej1,5.0
Art,TP Final,Ej1,8.0
Art,TP Final,Ej1,1.0
Art,TP Final,Ej1,1.0
Art,TP Final,Ej1,7.0
Art,TP Final,Ej1,2.0
Art,TP Final,Ej1,5.0
Art,TP Final,Ej1,0.0
Art,TP Final,Ej1,0.0
Art,TP Final,Ej1,1.0
Art,TP Final,Ej1,1.0
Art,TP Final,Ej1,7.0
Art,TP Final,Ej1,9.0
Art,TP Final,Ej1,8.0
Art,TP Final,Ej1,4.0
Art,TP Final,Ej1,9.0
Art,TP Final,Ej1,1.0
Art,TP Final,Ej1,3.0
Art,TP Final,Ej1,9.0
Art,TP Final,Ej1,2.0
Art,TP Final,Ej1,2.0
Art,TP Final,Ej1,3.0
Art,TP Final,Ej1,8.0
Art,TP Final,Ej1,10.0
Art,TP Final,Ej1,2.0
Art,TP Final,Ej1,4.0
Art,TP Final,Ej1,3.0
Art,TP Final,Ej1,2.0
Art,TP Final,Ej1,10.0
Art,TP Final,Ej1,9.0
Art,TP Final,Ej1,7.0
Art,TP Final,Ej1,1.0
Art,TP Final,Ej1,9.0
Art,TP Final,Ej1,9.0
Art,TP Final,Ej1,3.0
Art,TP Final,Ej1,7.0
Art,TP Final,Ej1,9.0
Art,TP Final,Ej1,6.0
Art,TP Final,Ej1,4.0
Art,TP Final,Ej1,9.0
Art,TP Final,Ej1,7.0
Art,TP Final,Ej1,1.0
Art,TP Final,Ej1,5.0
Art,TP Final,Ej1,3.0
Art,TP Final,Ej1,4.0
Art,TP Final,Ej1,10.0
Art,TP Final,Ej1,6.0
Art,TP Final,Ej1,7.0
Art,TP Final,Ej1,4.0
Art,TP Final,Ej1,2.0
Art,TP Final,Ej1,9.0
Art,TP Final,Ej1,8.0
Art,TP Final,Ej1,9.0
Art,TP Final,Ej1,9.0
Art,TP Final,Ej1,1.0
Art,TP Final,Ej1,6.0
Art,TP Final,Ej1,6.0
Art,TP Final,Ej1,1.0
Art,TP Final,Ej1,1.0
Art,TP Final,Ej1,0.0
Art,TP Final,Ej1,4.0
Art,TP Final,Ej1,5.0
Art,TP Final,Ej1,8.0
Art,TP Final,Ej1,0.0
Art,TP Final,Ej1,3.0
Art,TP Final,Ej1,4.0
Art,TP Final,Ej1,9.0
Art,TP Final,Ej1,6.0
Art,TP Final,Ej1,6.0
Art,TP Final,Ej1,7.0
Art,TP Final,Ej1,4.0
Art,TP Final,Ej1,1.0
Art,TP Final,Ej1,5.0
Art,TP Final,Ej1,5.0
Art,TP Final,Ej1,1.0
Art,TP Final,Ej1,9.0
Art,TP Final,Ej1,2.0
Art,TP Final,Ej1,1.0
Art,TP Final,Ej1,8.0
Art,TP Final,Ej1,9.0
Art,TP Final,Ej1,6.0
Art,TP Final,Ej1,5.0
Art,TP Final,Ej1,4.0
Art,TP Final,Ej1,7.0
Art,TP Final,Ej1,8.0
Art,TP Final,Ej1,6.0
Art,TP Final,Ej1,9.0
Art,TP Final,Ej1,5.0
Art,TP Final,Ej1,7.0
Art,TP Final,Ej1,2.0
Art,TP Final,Ej1,6.0
Art,TP Final,Ej1,6.0
Art,TP Final,Ej1,8.0
Art,TP Final,Ej1,7.0
Art,TP Final,Ej1,8.0
Art,TP Final,Ej1,0.0
Art,TP Final,Ej1,1.0
Art,TP Final,Ej1,1.0
Art,TP Final,Ej1,2.0
Art,TP Final,Ej1,9.0
Art,TP Final,Ej1,2.0
Art,TP Final,Ej1,7.0
Art,TP Final,Ej1,1.0
Art,TP Final,Ej1,4.0
Art,TP Final,Ej1,7.0
Art,TP Final,Ej1,5.0
Art,TP Final,Ej1,9.0
Art,TP Final,Ej1,5.0
Art,TP Final,Ej1,9.0
Art,TP Final,Ej1,0.0
Art,TP Final,Ej1,4.0
Art,TP Final,Ej1,6.0
Art,TP Final,Ej1,8.0
Art,TP Final,Ej1,8.0
Art,TP Final,Ej1,2.0
Art,TP Final,Ej1,7.0
Art,TP Final,Ej1,6.0
Art,TP Final,Ej1,7.0
Art,TP Final,Ej1,9.0
Art,TP Final,Ej1,7.0
Art,TP Final,Ej1,9.0
Art,TP Final,Ej1,8.0
Art,TP Final,Ej1,5.0
Art,TP Final,Ej1,7.0
Art,TP Final,Ej1,9.0
Art,TP Final,Ej1,2.0
Art,TP Final,Ej1,8.0
Art,TP Final,Ej1,1.0
Art,TP Final,Ej1,0.0
Art,TP Final,Ej1,7.0
Art,TP Final,Ej1,3.0
Art,TP Final,Ej1,5.0
Art,TP Final,Ej1,8.0
Art,TP Final,Ej1,3.0
Art,TP Final,Ej1,3.0
Art,TP Final,Ej1,2.0
Art,TP Final,Ej1,9.0
Art,TP Final,Ej1,4.0
Art,TP Final,Ej1,9.0
Art,TP Final,Ej1,7.0
Art,TP Final,Ej1,6.0
Art,TP Final,Ej1,8.0
Art,TP Final,Ej1,4.0
Art,TP Final,Ej1,1.0
Art,TP Final,Ej1,9.0
Art,TP Final,Ej1,2.0
Art,TP Final,Ej1,4.0
Art,TP Final,Ej1,6.0
Art,TP Final,Ej1,2.0
Art,TP Final,Ej1,3.0
Art,TP Final,Ej1,1.0
Art,TP Final,Ej1,6.0
Art,TP Final,Ej1,6.0
Art,TP Final,Ej1,10.0
Art,TP Final,Ej1,5.0
Art,TP Final,Ej1,3.0
Art,TP Final,Ej1,1.0
Art,TP Final,Ej1,6.0
Art,TP Final,Ej1,1.0
Art,TP Final,Ej1,0.0
Art,TP Final,Ej1,0.0
Art,TP Final,Ej1,1.0
Art,TP Final,Ej1,4.0
Art,TP Final,Ej1,3.0
Art,TP Final,Ej1,4.0
Art,TP Final,Ej1,4.0
Art,TP Final,Ej1,8.0
Art,TP Final,Ej1,8.0
Art,TP Final,Ej1,10.0
Art,TP Final,Ej1,3.0
Art,TP Final,Ej1,2.0
Art,TP Final,Ej1,1.0
Art,TP Final,Ej1,1.0
Art,TP Final,Ej1,1.0
Art,TP Final,Ej1,9.0
Art,TP Final,Ej1,6.0
Art,TP Final,Ej1,7.0
Art,TP Final,Ej1,5.0
Art,TP Final,Ej1,6.0
Art,TP Final,Ej1,7.0
Art,TP Final,Ej1,1.0
Art,TP Final,Ej1,5.0
Art,TP Final,Ej1,0.0
Art,TP Final,Ej1,6.0
Art,TP Final,Ej1,2.0
Art,TP Final,Ej1,2.0
Art,TP Final,Ej1,4.0
Art,TP1,Ej1,2.0
Art,TP1,Ej1,5.0
Art,TP1,Ej1,1.0
Art,TP1,Ej1,1.0
Art,TP1,Ej1,2.0
Art,TP1,Ej1,6.0
Art,TP1,Ej1,9.0
Art,TP1,Ej1,0.0
Art,TP1,Ej1,5.0
Art,TP1,Ej1,7.0
Art,TP1,Ej1,5.0
Art,TP1,Ej1,10.0
Art,TP1,Ej1,4.0
Art,TP1,Ej1,2.0
Art,TP1,Ej1,2.0
Art,TP1,Ej1,5.0
Art,TP1,Ej1,3.0
Art,TP1,Ej1,10.0
Art,TP1,Ej1,2.0
Art,TP1,Ej1,9.0
Art,TP1,Ej1,8.0
Art,TP1,Ej1,1.0
Art,TP1,Ej1,2.0
Art,TP1,Ej1,6.0
Art,TP1,Ej1,7.0
Art,TP1,Ej1,4.0
Art,TP1,Ej1,4.0
Art,TP1,Ej1,10.0
Art,TP1,Ej1,1.0
Art,TP1,Ej1,6.0
Art,TP1,Ej1,8.0
Art,TP1,Ej1,2.0
Art,TP1,Ej1,6.0
Art,TP1,Ej1,4.0
Art,TP1,Ej1,2.0
Art,TP1,Ej1,6.0
Art,TP1,Ej1,8.0
Art,TP1,Ej1,5.0
Art,TP1,Ej1,1.0
Art,TP1,Ej1,3.0
Art,TP1,Ej1,1.0
Art,TP1,Ej1,7.0
Art,TP1,Ej1,7.0
Art,TP1,Ej1,9.0
Art,TP1,Ej1,3.0
Art,TP1,Ej1,1.0
Art,TP1,Ej1,6.0
Art,TP1,Ej1,2.0
Art,TP1,Ej1,1.0
Art,TP1,Ej1,2.0
Art,TP1,Ej1,6.0
Art,TP1,Ej1,4.0
Art,TP1,Ej1,7.0
Art,TP1,Ej1,2.0
Art,TP1,Ej1,8.0
Art,TP1,Ej1,5.0
Art,TP1,Ej1,3.0
Art,TP1,Ej1,3.0
Art,TP1,Ej1,10.0
Art,TP1,Ej1,7.0
Art,TP1,Ej1,7.0
Art,TP1,Ej1,7.0
Art,TP1,Ej1,3.0
Art,TP1,Ej1,9.0
Art,TP1,Ej1,6.0
Art,TP1,Ej1,5.0
Art,TP1,Ej1,3.0
Art,TP1,Ej1,9.0
Art,TP1,Ej1,8.0
Art,TP1,Ej1,1.0
Art,TP1,Ej1,0.0
Art,TP1,Ej1,1.0
Art,TP1,Ej1,0.0
Art,TP1,Ej1,9.0
Art,TP1,Ej1,2.0
Art,TP1,Ej1,7.0
Art,TP1,Ej1,2.0
Art,TP1,Ej1,7.0
Art,TP1,Ej1,4.0
Art,TP1,Ej1,4.0
Art,TP1,Ej1,6.0
Art,TP1,Ej1,3.0
Art,TP1,Ej1,5.0
Art,TP1,Ej1,9.0
Art,TP1,Ej1,7.0
Art,TP1,Ej1,8.0
Art,TP1,Ej1,9.0
Art,TP1,Ej1,3.0
Art,TP1,Ej1,1.0
Art,TP1,Ej1,7.0
Art,TP1,Ej1,1.0
Art,TP1,Ej1,4.0
Art,TP1,Ej1,9.0
Art,TP1,Ej1,5.0
Art,TP1,Ej1,9.0
Art,TP1,Ej1,4.0
Art,TP1,Ej1,8.0
Art,TP1,Ej1,6.0
Art,TP1,Ej1,9.0
Art,TP1,Ej1,7.0
Art,TP1,Ej1,3.0
Art,TP1,Ej1,5.0
Art,TP1,Ej1,10.0
Art,TP1,Ej1,9.0
Art,TP1,Ej1,5.0
Art,TP1,Ej1,4.0
Art,TP1,Ej1,0.0
Art,TP1,Ej1,9.0
Art,TP1,Ej1,5.0
Art,TP1,Ej1,6.0
Art,TP1,Ej1,0.0
Art,TP1,Ej1,6.0
Art,TP1,Ej1,3.0
Art,TP1,Ej1,8.0
Art,TP1,Ej1,6.0
Art,TP1,Ej1,2.0
Art,TP1,Ej1,9.0
Art,TP1,Ej1,8.0
Art,TP1,Ej1,4.0
Art,TP1,Ej1,10.0
Art,TP1,Ej1,7.0
Art,TP1,Ej1,1.0
Art,TP1,Ej1,2.0
Art,TP1,Ej1,10.0
Art,TP1,Ej1,5.0
Art,TP1,Ej1,4.0
Art,TP1,Ej1,7.0
Art,TP1,Ej1,2.0
Art,TP1,Ej1,4.0
Art,TP1,Ej1,6.0
Art,TP1,Ej1,5.0
Art,TP1,Ej1,5.0
Art,TP1,Ej1,10.0
Art,TP1,Ej1,7.0
Art,TP1,Ej1,5.0
Art,TP1,Ej1,1.0
Art,TP1,Ej1,4.0
Art,TP1,Ej1,10.0
Art,TP1,Ej1,2.0
Art,TP1,Ej1,9.0
Art,TP1,Ej1,5.0
Art,TP1,Ej1,4.0
Art,TP1,Ej1,9.0
Art,TP1,Ej1,2.0
Art,TP1,Ej1,6.0
Art,TP1,Ej1,2.0
Art,TP1,Ej1,9.0
Art,TP1,Ej1,9.0
Art,TP1,Ej1,4.0
Art,TP1,Ej1,3.0
Art,TP1,Ej1,10.0
Art,TP1,Ej1,4.0
Art,TP1,Ej1,8.0
Art,TP1,Ej1,0.0
Art,TP1,Ej1,0.0
Art,TP1,Ej1,8.0
Art,TP1,Ej1,2.0
Art,TP1,Ej1,4.0
Art,TP1,Ej1,6.0
Art,TP1,Ej1,4.0
Art,TP1,Ej1,5.0
Art,TP1,Ej1,0.0
Art,TP1,Ej1,1.0
Art,TP1,Ej1,3.0
Art,TP1,Ej1,4.0
Art,TP1,Ej1,4.0
Art,TP1,Ej1,9.0
Art,TP1,Ej1,3.0
Art,TP1,Ej1,3.0
Art,TP1,Ej1,4.0
Art,TP1,Ej1,9.0
Art,TP1,Ej1,6.0
Art,TP1,Ej1,6.0
Art,TP1,Ej1,2.0
Art,TP1,Ej1,6.0
Art,TP1,Ej1,3.0
Art,TP1,Ej1,10.0
Art,TP1,Ej1,7.0
Art,TP1,Ej1,7.0
Art,TP1,Ej1,6.0
Art,TP1,Ej1,6.0
Art,TP1,Ej1,7.0
Art,TP1,Ej1,10.0
Art,TP1,Ej1,0.0
Art,TP1,Ej1,4.0
Art,TP1,Ej1,5.0
Art,TP1,Ej1,6.0
Art,TP1,Ej1,6.0
Art,TP1,Ej1,1.0
Art,TP1,Ej1,0.0
Art,TP1,Ej1,9.0
Art,TP1,Ej1,7.0
Art,TP1,Ej1,8.0
Art,TP1,Ej1,1.0
Art,TP1,Ej1,2.0
Art,TP1,Ej1,4.0
Art,TP1,Ej1,3.0
Art,TP1,Ej1,4.0
Art,TP1,Ej1,3.0
Art,TP1,Ej1,9.0
Art,TP1,Ej1,4.0
Art,TP1,Ej1,4.0
Art,TP1,Ej1,6.0
Art,TP1,Ej1,6.0
Art,TP1,Ej1,3.0
Art,TP1,Ej1,10.0
Art,TP1,Ej1,0.0
Art,TP1,Ej1,7.0
Art,TP1,Ej1,1.0
Art,TP1,Ej1,5.0
Art,TP1,Ej1,10.0
Art,TP1,Ej1,7.0
Art,TP1,Ej1,6.0
Art,TP1,Ej1,3.0
Art,TP1,Ej1,6.0
Art,TP1,Ej1,9.0
Art,TP1,Ej1,3.0
Art,TP1,Ej1,8.0
Art,TP1,Ej1,2.0
Art,TP1,Ej1,6.0
Art,TP1,Ej1,3.0
Art,TP1,Ej1,9.0
Art,TP1,Ej1,8.0
Art,TP1,Ej1,3.0
Art,TP1,Ej1,5.0
Art,TP1,Ej1,9.0
Art,TP1,Ej1,1.0
Art,TP1,Ej1,4.0
Art,TP1,Ej1,6.0
Art,TP1,Ej1,6.0
Art,TP1,Ej1,10.0
Art,TP1,Ej1,10.0
Art,TP1,Ej1,5.0
Art,TP1,Ej1,4.0
Art,TP1,Ej1,2.0
Art,TP1,Ej1,7.0
Art,TP1,Ej1,4.0
Art,TP1,Ej1,9.0
Art,TP1,Ej1,1.0
Art,TP1,Ej1,2.0
Art,TP1,Ej1,9.0
Art,TP1,Ej1,10.0
Art,TP1,Ej1,9.0
Art,TP1,Ej1,5.0
Art,TP1,Ej1,7.0
Art,TP1,Ej1,3.0
Art,TP1,Ej1,1.0
Art,TP1,Ej1,3.0
Art,TP1,Ej1,5.0
Art,TP1,Ej1,1.0
Art,TP1,Ej1,4.0
Art,TP1,Ej1,5.0
Art,TP1,Ej1,1.0
Art,TP1,Ej1,9.0
Art,TP1,Ej1,5.0
Art,TP1,Ej1,6.0
Art,TP1,Ej1,10.0
Art,TP1,Ej1,2.0
Art,TP1,Ej1,7.0
Art,TP1,Ej1,9.0
Art,TP1,Ej1,1.0
Art,TP1,Ej1,6.0
Art,TP1,Ej1,7.0
Art,TP1,Ej1,8.0
Art,TP1,Ej1,4.0
Art,TP1,Ej1,2.0
Art,TP1,Ej1,1.0
Art,TP1,Ej1,1.0
Art,TP1,Ej1,7.0
Art,TP1,Ej1,6.0
Art,TP1,Ej1,4.0
Art,TP1,Ej1,8.0
Art,TP1,Ej1,2.0
Art,TP1,Ej1,7.0
Art,TP1,Ej1,3.0
Art,TP1,Ej1,1.0
Art,TP1,Ej1,5.0
Art,TP1,Ej1,3.0
Art,TP1,Ej1,4.0
Art,TP1,Ej1,0.0
Art,TP1,Ej1,3.0
Art,TP1,Ej1,5.0
Art,TP1,Ej1,3.0
Art,TP1,Ej1,2.0
Art,TP1,Ej1,7.0
Art,TP1,Ej1,5.0
Art,TP1,Ej1,3.0
Art,TP1,Ej1,3.0
Art,TP1,Ej1,8.0
Art,TP1,Ej1,9.0
Art,TP1,Ej1,4.0
Art,TP1,Ej1,3.0
Art,TP1,Ej1,3.0
Art,TP1,Ej1,2.0
Art,TP1,Ej1,4.0
Art,TP1,Ej1,6.0
Art,TP1,Ej1,9.0
Art,TP1,Ej1,2.0
Art,TP1,Ej1,4.0
Art,TP1,Ej1,3.0
Art,TP1,Ej1,8.0
Art,TP1,Ej1,1.0
Art,TP1,Ej1,2.0
Art,TP1,Ej1,8.0
Art,TP1,Ej1,9.0
Art,TP1,Ej1,7.0
Art,TP1,Ej1,3.0
Art,TP1,Ej1,1.0
Art,TP1,Ej1,8.0
Art,TP1,Ej1,3.0
Art,TP1,Ej1,2.0
Art,TP1,Ej1,7.0
Art,TP1,Ej1,5.0
Art,TP1,Ej1,0.0
Art,TP1,Ej1,2.0
Art,TP1,Ej1,6.0
Art,TP1,Ej1,3.0
Art,TP1,Ej1,5.0
Art,TP1,Ej1,6.0
Art,TP1,Ej1,6.0
Art,TP1,Ej1,9.0
Art,TP1,Ej1,9.0
Art,TP1,Ej1,1.0
Art,TP1,Ej1,9.0
Art,TP1,Ej1,1.0
Art,TP1,Ej1,1.0
Art,TP1,Ej1,4.0
Art,TP1,Ej1,5.0
Art,TP1,Ej1,5.0
Art,TP1,Ej1,6.0
Art,TP1,Ej1,9.0
Art,TP1,Ej1,6.0
Art,TP1,Ej1,3.0
Art,TP1,Ej1,2.0
Art,TP1,Ej1,9.0
Art,TP1,Ej1,2.0
Art,TP1,Ej1,3.0
Art,TP1,Ej1,1.0
Art,TP1,Ej1,1.0
Art,TP1,Ej1,3.0
Art,TP1,Ej1,3.0
Art,TP1,Ej1,4.0
Art,TP1,Ej1,8.0
Art,TP1,Ej1,3.0
Art,TP1,Ej1,3.0
Art,TP1,Ej1,3.0
Art,TP1,Ej1,8.0
Art,TP1,Ej1,5.0
Art,TP1,Ej1,4.0
Art,TP1,Ej1,7.0
Art,TP1,Ej1,9.0
Art,TP1,Ej1,3.0
Art,TP1,Ej1,7.0
Art,TP1,Ej1,8.0
Art,TP1,Ej1,7.0
Art,TP1,Ej1,9.0
Art,TP1,Ej1,8.0
Art,TP1,Ej1,6.0
Art,TP1,Ej1,1.0
Art,TP1,Ej1,0.0
Art,TP1,Ej1,4.0
Art,TP1,Ej1,2.0
Art,TP1,Ej1,8.0
Art,TP1,Ej1,8.0
Art,TP1,Ej1,8.0
Art,TP1,Ej1,1.0
Art,TP1,Ej1,5.0
Art,TP1,Ej1,5.0
Art,TP1,Ej1,4.0
Art,TP1,Ej1,4.0
Art,TP1,Ej1,4.0
Art,TP1,Ej1,4.0
Art,TP1,Ej1,9.0
Art,TP1,Ej1,5.0
Art,TP1,Ej1,4.0
Art,TP1,Ej1,1.0
Art,TP1,Ej1,5.0
Art,TP1,Ej1,8.0
Art,TP10,Ej1,9.0
Art,TP10,Ej1,6.0
Art,TP10,Ej1,5.0
Art,TP10,Ej1,8.0
Art,TP10,Ej1,8.0
Art,TP10,Ej1,10.0
Art,TP10,Ej1,5.0
Art,TP10,Ej1,2.0
Art,TP10,Ej1,4.0
Art,TP10,Ej1,7.0
Art,TP10,Ej1,9.0
Art,TP10,Ej1,8.0
Art,TP10,Ej1,2.0
Art,TP10,Ej1,2.0
Art,TP10,Ej1,2.0
Art,TP10,Ej1,2.0
Art,TP10,Ej1,9.0
Art,TP10,Ej1,9.0
Art,TP10,Ej1,8.0
Art,TP10,Ej1,8.0
Art,TP10,Ej1,7.0
Art,TP10,Ej1,2.0
Art,TP10,Ej1,7.0
Art,TP10,Ej1,4.0
Art,TP10,Ej1,6.0
Art,TP10,Ej1,1.0
Art,TP10,Ej1,9.0
Art,TP10,Ej1,3.0
Art,TP10,Ej1,8.0
Art,TP10,Ej1,3.0
Art,TP10,Ej1,6.0
Art,TP10,Ej1,4.0
Art,TP10,Ej1,7.0
Art,TP10,Ej1,6.0
Art,TP10,Ej1,0.0
Art,TP10,Ej1,6.0
Art,TP10,Ej1,5.0
Art,TP10,Ej1,3.0
Art,TP10,Ej1,8.0
Art,TP10,Ej1,8.0
Art,TP10,Ej1,1.0
Art,TP10,Ej1,1.0
Art,TP10,Ej1,5.0
Art,TP10,Ej1,2.0
Art,TP10,Ej1,4.0
Art,TP10,Ej1,3.0
Art,TP10,Ej1,4.0
Art,TP10,Ej1,2.0
Art,TP10,Ej1,0.0
Art,TP10,Ej1,3.0
Art,TP10,Ej1,0.0
Art,TP10,Ej1,3.0
Art,TP10,Ej1,9.0
Art,TP10,Ej1,1.0
Art,TP10,Ej1,2.0
Art,TP10,Ej1,3.0
Art,TP10,Ej1,7.0
Art,TP10,Ej1,8.0
Art,TP10,Ej1,3.0
Art,TP10,Ej1,1.0
Art,TP10,Ej1,3.0
Art,TP10,Ej1,6.0
Art,TP10,Ej1,6.0
Art,TP10,Ej1,5.0
Art,TP10,Ej1,7.0
Art,TP10,Ej1,2.0
Art,TP10,Ej1,9.0
Art,TP10,Ej1,1.0
Art,TP10,Ej1,6.0
Art,TP10,Ej1,9.0
Art,TP10,Ej1,4.0
Art,TP10,Ej1,2.0
Art,TP10,Ej1,8.0
Art,TP10,Ej1,2.0
Art,TP10,Ej1,1.0
Art,TP10,Ej1,8.0
Art,TP10,Ej1,8.0
Art,TP10,Ej1,3.0
Art,TP10,Ej1,2.0
Art,TP10,Ej1,6.0
Art,TP10,Ej1,9.0
Art,TP10,Ej1,6.0
Art,TP10,Ej1,6.0
Art,TP10,Ej1,5.0
Art,TP10,Ej1,8.0
Art,TP10,Ej1,8.0
Art,TP10,Ej1,8.0
Art,TP10,Ej1,4.0
Art,TP10,Ej1,0.0
Art,TP10,Ej1,6.0
Art,TP10,Ej1,6.0
